"","week","instagram","periscope","meerkat","pinterest","facebook","start","end"
"323","2012-12-09 - 2012-12-15",1,0,0,1,93,2012-12-09,2012-12-15
"324","2012-12-16 - 2012-12-22",1,0,0,1,90,2012-12-16,2012-12-22
"325","2012-12-23 - 2012-12-29",1,0,0,1,100,2012-12-23,2012-12-29
"326","2012-12-30 - 2013-01-05",1,0,0,1,99,2012-12-30,2013-01-05
"327","2013-01-06 - 2013-01-12",1,0,0,1,93,2013-01-06,2013-01-12
"328","2013-01-13 - 2013-01-19",1,0,0,1,90,2013-01-13,2013-01-19
"329","2013-01-20 - 2013-01-26",1,0,0,1,91,2013-01-20,2013-01-26
"330","2013-01-27 - 2013-02-02",1,0,0,1,91,2013-01-27,2013-02-02
"331","2013-02-03 - 2013-02-09",1,0,0,1,88,2013-02-03,2013-02-09
"332","2013-02-10 - 2013-02-16",1,0,0,1,90,2013-02-10,2013-02-16
"333","2013-02-17 - 2013-02-23",1,0,0,1,87,2013-02-17,2013-02-23
"334","2013-02-24 - 2013-03-02",1,0,0,1,86,2013-02-24,2013-03-02
"335","2013-03-03 - 2013-03-09",1,0,0,1,88,2013-03-03,2013-03-09
"336","2013-03-10 - 2013-03-16",1,0,0,1,88,2013-03-10,2013-03-16
"337","2013-03-17 - 2013-03-23",1,0,0,1,87,2013-03-17,2013-03-23
"338","2013-03-24 - 2013-03-30",1,0,0,1,90,2013-03-24,2013-03-30
"339","2013-03-31 - 2013-04-06",1,0,0,1,92,2013-03-31,2013-04-06
"340","2013-04-07 - 2013-04-13",1,0,0,1,90,2013-04-07,2013-04-13
"341","2013-04-14 - 2013-04-20",1,0,0,1,88,2013-04-14,2013-04-20
"342","2013-04-21 - 2013-04-27",1,0,0,1,88,2013-04-21,2013-04-27
"343","2013-04-28 - 2013-05-04",1,0,0,1,89,2013-04-28,2013-05-04
"344","2013-05-05 - 2013-05-11",1,0,0,1,87,2013-05-05,2013-05-11
"345","2013-05-12 - 2013-05-18",1,0,0,1,86,2013-05-12,2013-05-18
"346","2013-05-19 - 2013-05-25",1,0,0,1,90,2013-05-19,2013-05-25
"347","2013-05-26 - 2013-06-01",1,0,0,1,89,2013-05-26,2013-06-01
"348","2013-06-02 - 2013-06-08",1,0,0,1,90,2013-06-02,2013-06-08
"349","2013-06-09 - 2013-06-15",1,0,0,1,91,2013-06-09,2013-06-15
"350","2013-06-16 - 2013-06-22",2,0,0,1,91,2013-06-16,2013-06-22
"351","2013-06-23 - 2013-06-29",2,0,0,1,88,2013-06-23,2013-06-29
"352","2013-06-30 - 2013-07-06",2,0,0,1,92,2013-06-30,2013-07-06
"353","2013-07-07 - 2013-07-13",2,0,0,1,90,2013-07-07,2013-07-13
"354","2013-07-14 - 2013-07-20",2,0,0,1,91,2013-07-14,2013-07-20
"355","2013-07-21 - 2013-07-27",2,0,0,1,88,2013-07-21,2013-07-27
"356","2013-07-28 - 2013-08-03",2,0,0,1,89,2013-07-28,2013-08-03
"357","2013-08-04 - 2013-08-10",2,0,0,1,86,2013-08-04,2013-08-10
"358","2013-08-11 - 2013-08-17",2,0,0,1,88,2013-08-11,2013-08-17
"359","2013-08-18 - 2013-08-24",2,0,0,1,85,2013-08-18,2013-08-24
"360","2013-08-25 - 2013-08-31",2,0,0,1,85,2013-08-25,2013-08-31
"361","2013-09-01 - 2013-09-07",2,0,0,1,84,2013-09-01,2013-09-07
"362","2013-09-08 - 2013-09-14",2,0,0,1,82,2013-09-08,2013-09-14
"363","2013-09-15 - 2013-09-21",2,0,0,1,81,2013-09-15,2013-09-21
"364","2013-09-22 - 2013-09-28",2,0,0,1,83,2013-09-22,2013-09-28
"365","2013-09-29 - 2013-10-05",2,0,0,1,81,2013-09-29,2013-10-05
"366","2013-10-06 - 2013-10-12",2,0,0,1,79,2013-10-06,2013-10-12
"367","2013-10-13 - 2013-10-19",2,0,0,1,80,2013-10-13,2013-10-19
"368","2013-10-20 - 2013-10-26",2,0,0,1,76,2013-10-20,2013-10-26
"369","2013-10-27 - 2013-11-02",2,0,0,1,79,2013-10-27,2013-11-02
"370","2013-11-03 - 2013-11-09",2,0,0,1,78,2013-11-03,2013-11-09
"371","2013-11-10 - 2013-11-16",2,0,0,1,77,2013-11-10,2013-11-16
"372","2013-11-17 - 2013-11-23",2,0,0,1,77,2013-11-17,2013-11-23
"373","2013-11-24 - 2013-11-30",2,0,0,1,76,2013-11-24,2013-11-30
"374","2013-12-01 - 2013-12-07",2,0,0,1,76,2013-12-01,2013-12-07
"375","2013-12-08 - 2013-12-14",2,0,0,1,73,2013-12-08,2013-12-14
"376","2013-12-15 - 2013-12-21",2,0,0,1,73,2013-12-15,2013-12-21
"377","2013-12-22 - 2013-12-28",2,0,0,1,80,2013-12-22,2013-12-28
"378","2013-12-29 - 2014-01-04",2,0,0,1,76,2013-12-29,2014-01-04
"379","2014-01-05 - 2014-01-11",2,0,0,1,73,2014-01-05,2014-01-11
"380","2014-01-12 - 2014-01-18",2,0,0,1,72,2014-01-12,2014-01-18
"381","2014-01-19 - 2014-01-25",2,0,0,1,71,2014-01-19,2014-01-25
"382","2014-01-26 - 2014-02-01",2,0,0,1,72,2014-01-26,2014-02-01
"383","2014-02-02 - 2014-02-08",2,0,0,1,70,2014-02-02,2014-02-08
"384","2014-02-09 - 2014-02-15",2,0,0,1,70,2014-02-09,2014-02-15
"385","2014-02-16 - 2014-02-22",2,0,0,1,70,2014-02-16,2014-02-22
"386","2014-02-23 - 2014-03-01",2,0,0,1,70,2014-02-23,2014-03-01
"387","2014-03-02 - 2014-03-08",2,0,0,1,70,2014-03-02,2014-03-08
"388","2014-03-09 - 2014-03-15",2,0,0,1,71,2014-03-09,2014-03-15
"389","2014-03-16 - 2014-03-22",2,0,0,1,71,2014-03-16,2014-03-22
"390","2014-03-23 - 2014-03-29",2,0,0,1,70,2014-03-23,2014-03-29
"391","2014-03-30 - 2014-04-05",2,0,0,1,70,2014-03-30,2014-04-05
"392","2014-04-06 - 2014-04-12",2,0,0,1,69,2014-04-06,2014-04-12
"393","2014-04-13 - 2014-04-19",2,0,0,1,70,2014-04-13,2014-04-19
"394","2014-04-20 - 2014-04-26",2,0,0,1,70,2014-04-20,2014-04-26
"395","2014-04-27 - 2014-05-03",2,0,0,1,68,2014-04-27,2014-05-03
"396","2014-05-04 - 2014-05-10",2,0,0,1,68,2014-05-04,2014-05-10
"397","2014-05-11 - 2014-05-17",2,0,0,1,67,2014-05-11,2014-05-17
"398","2014-05-18 - 2014-05-24",2,0,0,1,68,2014-05-18,2014-05-24
"399","2014-05-25 - 2014-05-31",2,0,0,1,70,2014-05-25,2014-05-31
"400","2014-06-01 - 2014-06-07",2,0,0,1,70,2014-06-01,2014-06-07
"401","2014-06-08 - 2014-06-14",2,0,0,1,72,2014-06-08,2014-06-14
"402","2014-06-15 - 2014-06-21",2,0,0,1,71,2014-06-15,2014-06-21
"403","2014-06-22 - 2014-06-28",2,0,0,1,69,2014-06-22,2014-06-28
"404","2014-06-29 - 2014-07-05",2,0,0,1,69,2014-06-29,2014-07-05
"405","2014-07-06 - 2014-07-12",2,0,0,1,68,2014-07-06,2014-07-12
"406","2014-07-13 - 2014-07-19",2,0,0,1,72,2014-07-13,2014-07-19
"407","2014-07-20 - 2014-07-26",2,0,0,1,70,2014-07-20,2014-07-26
"408","2014-07-27 - 2014-08-02",2,0,0,1,69,2014-07-27,2014-08-02
"409","2014-08-03 - 2014-08-09",2,0,0,1,67,2014-08-03,2014-08-09
"410","2014-08-10 - 2014-08-16",2,0,0,1,67,2014-08-10,2014-08-16
"411","2014-08-17 - 2014-08-23",3,0,0,1,67,2014-08-17,2014-08-23
"412","2014-08-24 - 2014-08-30",3,0,0,1,68,2014-08-24,2014-08-30
"413","2014-08-31 - 2014-09-06",2,0,0,1,68,2014-08-31,2014-09-06
"414","2014-09-07 - 2014-09-13",2,0,0,1,67,2014-09-07,2014-09-13
"415","2014-09-14 - 2014-09-20",2,0,0,1,67,2014-09-14,2014-09-20
"416","2014-09-21 - 2014-09-27",2,0,0,1,66,2014-09-21,2014-09-27
"417","2014-09-28 - 2014-10-04",2,0,0,1,65,2014-09-28,2014-10-04
"418","2014-10-05 - 2014-10-11",2,0,0,1,62,2014-10-05,2014-10-11
"419","2014-10-12 - 2014-10-18",2,0,0,1,63,2014-10-12,2014-10-18
"420","2014-10-19 - 2014-10-25",2,0,0,1,65,2014-10-19,2014-10-25
"421","2014-10-26 - 2014-11-01",2,0,0,1,63,2014-10-26,2014-11-01
"422","2014-11-02 - 2014-11-08",2,0,0,1,62,2014-11-02,2014-11-08
"423","2014-11-09 - 2014-11-15",2,0,0,1,62,2014-11-09,2014-11-15
"424","2014-11-16 - 2014-11-22",2,0,0,1,61,2014-11-16,2014-11-22
"425","2014-11-23 - 2014-11-29",2,0,0,1,60,2014-11-23,2014-11-29
"426","2014-11-30 - 2014-12-06",2,0,0,1,60,2014-11-30,2014-12-06
"427","2014-12-07 - 2014-12-13",2,0,0,1,58,2014-12-07,2014-12-13
"428","2014-12-14 - 2014-12-20",2,0,0,1,60,2014-12-14,2014-12-20
"429","2014-12-21 - 2014-12-27",3,0,0,1,63,2014-12-21,2014-12-27
"430","2014-12-28 - 2015-01-03",3,0,0,1,63,2014-12-28,2015-01-03
"431","2015-01-04 - 2015-01-10",3,0,0,1,58,2015-01-04,2015-01-10
"432","2015-01-11 - 2015-01-17",2,0,0,1,57,2015-01-11,2015-01-17
"433","2015-01-18 - 2015-01-24",3,0,0,1,56,2015-01-18,2015-01-24
"434","2015-01-25 - 2015-01-31",3,0,0,1,56,2015-01-25,2015-01-31
"435","2015-02-01 - 2015-02-07",2,0,0,1,57,2015-02-01,2015-02-07
"436","2015-02-08 - 2015-02-14",2,0,0,1,57,2015-02-08,2015-02-14
"437","2015-02-15 - 2015-02-21",2,0,0,1,56,2015-02-15,2015-02-21
"438","2015-02-22 - 2015-02-28",2,0,0,1,55,2015-02-22,2015-02-28
"439","2015-03-01 - 2015-03-07",2,0,0,1,55,2015-03-01,2015-03-07
"440","2015-03-08 - 2015-03-14",2,0,0,1,56,2015-03-08,2015-03-14
"441","2015-03-15 - 2015-03-21",2,0,0,1,55,2015-03-15,2015-03-21
"442","2015-03-22 - 2015-03-28",3,0,0,1,56,2015-03-22,2015-03-28
"443","2015-03-29 - 2015-04-04",2,0,0,1,56,2015-03-29,2015-04-04
"444","2015-04-05 - 2015-04-11",3,0,0,1,55,2015-04-05,2015-04-11
"445","2015-04-12 - 2015-04-18",3,0,0,1,56,2015-04-12,2015-04-18
"446","2015-04-19 - 2015-04-25",3,0,0,1,57,2015-04-19,2015-04-25
"447","2015-04-26 - 2015-05-02",3,0,0,1,55,2015-04-26,2015-05-02
"448","2015-05-03 - 2015-05-09",3,0,0,1,56,2015-05-03,2015-05-09
